Claim Number,AGE, INCOME ,MARITAL_STATUS,EDUCATION,MVR_POINTS,CAR_AGE,LOCATION, OLD_CLAIM ,PREMIUM
6002,42," $55,328.00 ",No,High School,2,10,Highly Urban/ Urban," $7,607.00 "," $9,508.75 "
6003,65," $24,274.00 ",Yes,High School,1,12,Highly Rural/ Rural," $1,235.00 "," $1,543.75 "
6004,44," $32,812.00 ",Yes,<High School,0,5,Highly Urban/ Urban, $-   , $-   
6005,58," $178,147.00 ",No,Masters,0,17,Highly Urban/ Urban, $-   , $-   
6006,66," $35,095.00 ",Yes,Bachelors,2,17,Highly Urban/ Urban," $2,596.00 "," $3,245.00 "
6007,47," $84,850.00 ",Yes,Bachelors,0,6,Highly Urban/ Urban, $-   , $-   
6008,53," $72,403.00 ",No,Masters,0,14,Highly Urban/ Urban, $-   , $-   
6009,45," $8,234.00 ",Yes,<High School,3,4,Highly Urban/ Urban, $-   , $-   
6010,44," $92,022.00 ",Yes,Bachelors,2,6,Highly Rural/ Rural, $-   , $-   
6011,26," $41,746.00 ",No,High School,0,1,Highly Urban/ Urban," $6,081.00 "," $7,601.25 "
6012,39," $80,186.00 ",No,Bachelors,2,14,Highly Urban/ Urban," $6,642.00 "," $8,302.50 "
6013,62," $23,264.00 ",Yes,High School,3,1,Highly Urban/ Urban," $2,136.00 "," $2,670.00 "
6014,31," $112,632.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
6015,46," $30,263.00 ",Yes,High School,0,4,Highly Rural/ Rural, $-   , $-   
6016,52," $56,482.00 ",Yes,High School,3,9,Highly Urban/ Urban," $2,067.00 "," $2,583.75 "
6017,42," $126,762.00 ",No,PhD,0,13,Highly Urban/ Urban," $5,279.00 "," $6,598.75 "
6018,46," $70,191.00 ",Yes,Bachelors,0,10,Highly Urban/ Urban, $-   , $-   
6019,55," $41,952.00 ",Yes,High School,2,10,Highly Urban/ Urban," $2,085.00 "," $2,606.25 "
6020,57," $49,564.00 ",Yes,Bachelors,6,13,Highly Urban/ Urban," $38,084.00 "," $47,605.00 "
6021,59," $28,100.00 ",Yes,High School,0,10,Highly Rural/ Rural," $2,319.00 "," $2,898.75 "
6022,55," $108,409.00 ",Yes,Bachelors,3,10,Highly Urban/ Urban, $-   , $-   
6023,36," $95,942.00 ",No,Masters,6,19,Highly Urban/ Urban," $17,070.00 "," $21,337.50 "
6024,58," $2,724.00 ",No,<High School,0,1,Highly Urban/ Urban," $20,511.00 "," $25,638.75 "
6025,50," $76,489.00 ",Yes,Masters,4,13,Highly Urban/ Urban, $-   , $-   
6026,55," $107,264.00 ",No,Masters,6,13,Highly Urban/ Urban," $5,191.00 "," $6,488.75 "
6027,37," $16,251.00 ",No,High School,1,7,Highly Rural/ Rural, $-   , $-   
6028,45," $31,127.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
6029,46," $50,759.00 ",No,Bachelors,0,3,Highly Urban/ Urban, $-   , $-   
6030,36," $37,869.00 ",Yes,Bachelors,1,7,Highly Urban/ Urban, $-   , $-   
6031,66, $-   ,Yes,PhD,0,10,Highly Urban/ Urban, $-   , $-   
6032,54," $54,439.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
6033,50," $67,488.00 ",Yes,Bachelors,2,6,Highly Urban/ Urban, $-   , $-   
6034,63," $141,953.00 ",Yes,PhD,1,9,Highly Urban/ Urban," $38,930.00 "," $48,662.50 "
6035,41," $27,521.00 ",Yes,<High School,0,1,Highly Urban/ Urban, $536.00 , $670.00 
6036,49," $71,512.00 ",No,Masters,0,18,Highly Urban/ Urban, $-   , $-   
6037,37," $28,292.00 ",No,High School,2,1,Highly Urban/ Urban, $-   , $-   
6038,41," $63,610.00 ",No,High School,3,1,Highly Urban/ Urban," $45,931.00 "," $57,413.75 "
6039,49," $12,194.00 ",Yes,Bachelors,0,11,Highly Rural/ Rural, $-   , $-   
6040,54," $70,632.00 ",Yes,Bachelors,4,16,Highly Rural/ Rural, $-   , $-   
6041,29," $104,420.00 ",No,Masters,3,17,Highly Urban/ Urban," $44,351.00 "," $55,438.75 "
6042,46," $70,840.00 ",No,Bachelors,5,1,Highly Urban/ Urban," $4,655.00 "," $5,818.75 "
6043,61," $67,813.00 ",Yes,Bachelors,0,6,Highly Rural/ Rural, $-   , $-   
6044,58," $213,892.00 ",Yes,PhD,0,17,Highly Urban/ Urban, $-   , $-   
6045,52," $189,038.00 ",No,PhD,0,12,Highly Urban/ Urban," $8,292.00 "," $10,365.00 "
6046,49," $48,672.00 ",No,High School,4,9,Highly Urban/ Urban," $27,389.00 "," $34,236.25 "
6047,57," $35,436.00 ",Yes,High School,4,3,Highly Urban/ Urban, $-   , $-   
6048,62," $34,033.00 ",No,High School,5,1,Highly Urban/ Urban, $-   , $-   
6049,46," $33,914.00 ",No,Bachelors,1,8,Highly Urban/ Urban, $-   , $-   
6050,34, $-   ,Yes,Bachelors,0,6,Highly Urban/ Urban, $-   , $-   
6051,43," $1,852.00 ",Yes,<High School,1,7,Highly Rural/ Rural, $-   , $-   
6052,44," $91,785.00 ",Yes,Bachelors,0,8,Highly Rural/ Rural, $-   , $-   
6053,52," $7,079.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   , $-   
6054,58," $57,103.00 ",No,High School,4,1,Highly Rural/ Rural, $592.00 , $740.00 
6055,26," $7,832.00 ",Yes,<High School,11,1,Highly Urban/ Urban," $5,304.00 "," $6,630.00 "
6056,49," $19,377.00 ",No,Bachelors,2,9,Highly Urban/ Urban," $4,761.00 "," $5,951.25 "
6057,46," $49,657.00 ",Yes,Bachelors,4,9,Highly Urban/ Urban," $12,775.00 "," $15,968.75 "
6058,56," $123,999.00 ",No,High School,0,8,Highly Urban/ Urban, $-   , $-   
6059,54," $35,090.00 ",No,High School,0,6,Highly Rural/ Rural, $-   , $-   
6060,34," $88,882.00 ",Yes,Bachelors,3,1,Highly Urban/ Urban," $3,548.00 "," $4,435.00 "
6061,36," $35,676.00 ",No,High School,0,7,Highly Rural/ Rural, $-   , $-   
6062,49, $-   ,Yes,Masters,4,17,Highly Urban/ Urban," $26,088.00 "," $32,610.00 "
6063,41," $211,575.00 ",No,PhD,4,14,Highly Urban/ Urban, $698.00 , $872.50 
6064,37," $110,007.00 ",No,High School,4,6,Highly Rural/ Rural, $-   , $-   
6065,49," $112,164.00 ",Yes,Masters,4,8,Highly Urban/ Urban, $-   , $-   
6066,51," $123,363.00 ",Yes,Masters,0,12,Highly Urban/ Urban, $-   , $-   
6067,46," $33,953.00 ",Yes,<High School,0,6,Highly Urban/ Urban, $-   , $-   
6068,39," $13,765.00 ",Yes,<High School,0,1,Highly Urban/ Urban, $-   , $-   
6069,50," $51,006.00 ",No,High School,0,1,Highly Rural/ Rural, $-   , $-   
6070,53," $83,066.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   , $-   
6071,51, $-   ,No,<High School,1,4,Highly Rural/ Rural, $-   , $-   
6072,53," $38,467.00 ",No,High School,1,1,Highly Urban/ Urban," $1,231.00 "," $1,538.75 "
6073,42," $22,155.00 ",Yes,Masters,1,15,Highly Urban/ Urban, $-   , $-   
6074,56," $18,237.00 ",Yes,Masters,0,17,Highly Urban/ Urban, $-   , $-   
6075,31," $9,961.00 ",Yes,<High School,0,4,Highly Rural/ Rural, $-   , $-   
6076,42," $77,508.00 ",No,Bachelors,1,8,Highly Urban/ Urban," $19,942.00 "," $24,927.50 "
6077,56," $197,493.00 ",No,PhD,5,12,Highly Urban/ Urban," $8,018.00 "," $10,022.50 "
6078,49," $55,447.00 ",No,<High School,0,1,Highly Urban/ Urban," $7,062.00 "," $8,827.50 "
6079,55," $51,516.00 ",No,Masters,0,19,Highly Urban/ Urban, $-   , $-   
6080,45," $40,368.00 ",Yes,Bachelors,0,8,Highly Rural/ Rural, $-   , $-   
6081,50," $41,723.00 ",Yes,Masters,1,11,Highly Urban/ Urban, $-   , $-   
6082,51," $36,751.00 ",No,PhD,5,15,Highly Rural/ Rural, $-   , $-   
6083,62," $48,350.00 ",Yes,Masters,0,16,Highly Urban/ Urban," $27,425.00 "," $34,281.25 "
6084,54," $74,857.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
6085,44," $15,385.00 ",No,<High School,0,5,Highly Urban/ Urban, $-   , $-   
6086,56," $31,093.00 ",Yes,Masters,2,9,Highly Urban/ Urban, $-   , $-   
6087,27," $10,852.00 ",No,<High School,1,1,Highly Urban/ Urban, $-   , $-   
6088,47," $56,483.00 ",Yes,<High School,3,7,Highly Rural/ Rural, $-   , $-   
6089,53," $26,429.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   , $-   
6090,40," $30,069.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   , $-   
6091,49," $176,866.00 ",No,Masters,1,16,Highly Urban/ Urban, $-   , $-   
6092,45," $49,979.00 ",Yes,High School,1,10,Highly Rural/ Rural, $-   , $-   
6093,34," $72,641.00 ",Yes,Bachelors,3,9,Highly Urban/ Urban, $-   , $-   
6094,45," $53,556.00 ",Yes,<High School,0,1,Highly Urban/ Urban, $-   , $-   
6095,42," $40,480.00 ",Yes,Bachelors,0,13,Highly Urban/ Urban, $-   , $-   
6096,39," $70,862.00 ",Yes,Bachelors,0,6,Highly Urban/ Urban, $-   , $-   
6097,57," $177,380.00 ",Yes,PhD,1,12,Highly Urban/ Urban, $-   , $-   
6098,56," $62,483.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban, $-   , $-   
6099,42," $59,179.00 ",Yes,<High School,0,4,Highly Rural/ Rural," $7,523.00 "," $9,403.75 "
6100,46," $67,938.00 ",Yes,PhD,0,13,Highly Urban/ Urban," $4,656.00 "," $5,820.00 "
6101,43," $29,435.00 ",No,High School,3,1,Highly Rural/ Rural, $-   , $-   
6102,38, $-   ,Yes,<High School,4,1,Highly Urban/ Urban, $934.00 ," $1,167.50 "
6103,56," $37,352.00 ",No,Masters,1,20,Highly Rural/ Rural, $-   , $-   
6104,32, $-   ,Yes,Bachelors,0,11,Highly Rural/ Rural, $-   , $-   
6105,48," $10,476.00 ",Yes,<High School,0,8,Highly Urban/ Urban, $-   , $-   
6106,51, $-   ,No,Bachelors,2,1,Highly Rural/ Rural, $-   , $-   
6107,45," $75,386.00 ",Yes,Masters,3,14,Highly Urban/ Urban, $-   , $-   
6108,44," $79,899.00 ",No,Masters,0,17,Highly Urban/ Urban, $-   , $-   
6109,44, $-   ,Yes,Masters,1,14,Highly Urban/ Urban, $-   , $-   
6110,46," $99,580.00 ",No,Bachelors,5,9,Highly Urban/ Urban," $9,255.00 "," $11,568.75 "
6111,51," $152,462.00 ",No,Masters,0,14,Highly Urban/ Urban," $6,788.00 "," $8,485.00 "
6112,43," $58,251.00 ",No,Bachelors,0,7,Highly Urban/ Urban, $-   , $-   
6113,34," $86,877.00 ",No,Bachelors,2,14,Highly Urban/ Urban, $-   , $-   
6114,44," $23,541.00 ",Yes,<High School,3,5,Highly Urban/ Urban, $-   , $-   
6115,57," $100,985.00 ",Yes,Masters,2,15,Highly Urban/ Urban," $4,531.00 "," $5,663.75 "
6116,32, $-   ,Yes,Bachelors,0,4,Highly Rural/ Rural, $-   , $-   
6117,49," $36,701.00 ",No,High School,4,7,Highly Urban/ Urban, $557.00 , $696.25 
6118,36," $29,033.00 ",Yes,High School,5,1,Highly Urban/ Urban," $7,867.00 "," $9,833.75 "
6119,41," $90,405.00 ",No,High School,3,1,Highly Rural/ Rural," $36,839.00 "," $46,048.75 "
6120,41," $18,351.00 ",Yes,High School,2,6,Highly Urban/ Urban, $-   , $-   
6121,36," $39,646.00 ",Yes,High School,0,1,Highly Urban/ Urban," $6,654.00 "," $8,317.50 "
6122,47," $114,748.00 ",Yes,High School,0,10,Highly Urban/ Urban, $-   , $-   
6123,51," $159,809.00 ",Yes,Masters,3,19,Highly Urban/ Urban, $-   , $-   
6124,50," $81,614.00 ",No,Masters,5,16,Highly Urban/ Urban, $-   , $-   
6125,31," $119,331.00 ",Yes,Bachelors,2,10,Highly Urban/ Urban," $12,636.00 "," $15,795.00 "
6126,31," $33,768.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   , $-   
6127,45," $29,754.00 ",No,Masters,0,10,Highly Urban/ Urban, $-   , $-   
6128,66," $45,790.00 ",Yes,Bachelors,0,15,Highly Rural/ Rural, $-   , $-   
6129,45," $69,411.00 ",No,High School,1,1,Highly Urban/ Urban, $-   , $-   
6130,47," $54,807.00 ",Yes,High School,2,6,Highly Urban/ Urban," $4,009.00 "," $5,011.25 "
6131,44," $28,833.00 ",Yes,<High School,3,1,Highly Rural/ Rural, $-   , $-   
6132,42," $19,759.00 ",No,<High School,4,8,Highly Urban/ Urban," $35,863.00 "," $44,828.75 "
6133,47," $23,290.00 ",Yes,High School,0,7,Highly Urban/ Urban," $17,597.00 "," $21,996.25 "
6134,43," $63,357.00 ",Yes,Bachelors,4,1,Highly Rural/ Rural, $-   , $-   
6135,68," $130,132.00 ",Yes,PhD,4,18,Highly Urban/ Urban," $5,967.00 "," $7,458.75 "
6136,51," $102,330.00 ",Yes,Bachelors,1,9,Highly Urban/ Urban, $-   , $-   
6137,32," $4,564.00 ",No,High School,0,1,Highly Urban/ Urban, $-   , $-   
6138,55," $50,431.00 ",Yes,High School,0,10,Highly Rural/ Rural, $-   , $-   
6139,66," $78,458.00 ",Yes,Bachelors,0,13,Highly Urban/ Urban," $3,894.00 "," $4,867.50 "
6140,40," $67,700.00 ",No,Bachelors,4,7,Highly Urban/ Urban," $6,452.00 "," $8,065.00 "
6141,35," $51,116.00 ",No,Bachelors,0,12,Highly Urban/ Urban," $5,459.00 "," $6,823.75 "
6142,54," $43,673.00 ",No,High School,1,1,Highly Urban/ Urban, $-   , $-   
6143,41," $49,094.00 ",Yes,High School,0,1,Highly Urban/ Urban," $7,010.00 "," $8,762.50 "
6144,50," $45,499.00 ",No,Bachelors,0,12,Highly Urban/ Urban, $-   , $-   
6145,43," $17,523.00 ",No,High School,0,4,Highly Rural/ Rural, $-   , $-   
6146,45," $48,961.00 ",Yes,Bachelors,3,8,Highly Urban/ Urban, $-   , $-   
6147,50," $46,228.00 ",Yes,High School,0,4,Highly Rural/ Rural, $-   , $-   
6148,42," $40,277.00 ",No,Bachelors,6,9,Highly Urban/ Urban," $8,942.00 "," $11,177.50 "
6149,57," $92,106.00 ",No,Bachelors,1,7,Highly Urban/ Urban, $-   , $-   
6150,36," $244,076.00 ",Yes,PhD,0,1,Highly Urban/ Urban, $-   , $-   
6151,38," $126,747.00 ",Yes,PhD,7,22,Highly Urban/ Urban," $3,381.00 "," $4,226.25 "
6152,26," $12,240.00 ",No,<High School,0,6,Highly Urban/ Urban," $6,094.00 "," $7,617.50 "
6153,48," $25,094.00 ",No,High School,5,1,Highly Urban/ Urban," $4,852.00 "," $6,065.00 "
6154,45," $35,825.00 ",Yes,<High School,1,7,Highly Rural/ Rural, $-   , $-   
6155,41," $65,483.00 ",Yes,PhD,0,18,Highly Urban/ Urban," $7,351.00 "," $9,188.75 "
6156,48," $24,601.00 ",No,PhD,1,10,Highly Urban/ Urban, $-   , $-   
6157,39," $23,670.00 ",No,<High School,3,1,Highly Urban/ Urban," $34,346.00 "," $42,932.50 "
6158,49," $174,329.00 ",No,PhD,0,8,Highly Urban/ Urban, $-   , $-   
6159,47," $48,517.00 ",Yes,<High School,2,1,Highly Urban/ Urban," $5,908.00 "," $7,385.00 "
6160,44," $31,526.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
6161,57," $188,059.00 ",No,PhD,4,12,Highly Urban/ Urban," $25,989.00 "," $32,486.25 "
6162,50," $30,956.00 ",Yes,High School,3,7,Highly Urban/ Urban," $3,288.00 "," $4,110.00 "
6163,42," $10,806.00 ",No,<High School,0,1,Highly Rural/ Rural, $-   , $-   
6164,36," $32,474.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
6165,36," $68,625.00 ",No,Bachelors,1,10,Highly Urban/ Urban," $8,143.00 "," $10,178.75 "
6166,56," $53,594.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban, $-   , $-   
6167,41," $27,045.00 ",Yes,High School,3,10,Highly Urban/ Urban," $1,420.00 "," $1,775.00 "
6168,44," $60,448.00 ",Yes,High School,0,4,Highly Urban/ Urban, $-   , $-   
6169,48, $-   ,No,Masters,1,14,Highly Rural/ Rural, $-   , $-   
6170,43, $-   ,Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
6171,57," $51,121.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
6172,41," $48,230.00 ",No,High School,2,1,Highly Urban/ Urban," $2,157.00 "," $2,696.25 "
6173,48," $50,201.00 ",Yes,High School,4,1,Highly Urban/ Urban," $5,053.00 "," $6,316.25 "
6174,35," $18,047.00 ",Yes,<High School,1,4,Highly Urban/ Urban, $-   , $-   
6175,41," $17,321.00 ",Yes,<High School,3,1,Highly Urban/ Urban, $-   , $-   
6176,48," $29,928.00 ",Yes,High School,2,9,Highly Urban/ Urban," $3,826.00 "," $4,782.50 "
6177,46," $80,336.00 ",No,High School,0,8,Highly Rural/ Rural, $-   , $-   
6178,47," $33,909.00 ",Yes,Masters,1,17,Highly Urban/ Urban, $-   , $-   
6179,55," $192,328.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban, $-   , $-   
6180,46," $72,383.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban," $3,990.00 "," $4,987.50 "
6181,47," $23,595.00 ",Yes,<High School,1,1,Highly Rural/ Rural, $-   , $-   
6182,48," $65,219.00 ",No,Masters,3,18,Highly Urban/ Urban," $3,660.00 "," $4,575.00 "
6183,64," $42,332.00 ",Yes,<High School,2,1,Highly Rural/ Rural, $-   , $-   
6184,42," $53,996.00 ",Yes,High School,0,8,Highly Urban/ Urban," $3,819.00 "," $4,773.75 "
6185,40," $30,743.00 ",No,<High School,0,5,Highly Urban/ Urban, $-   , $-   
6186,47," $59,245.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
6187,49," $93,491.00 ",No,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
6188,54," $40,783.00 ",Yes,High School,0,10,Highly Urban/ Urban, $-   , $-   
6189,43," $71,235.00 ",No,Bachelors,0,6,Highly Urban/ Urban," $3,744.00 "," $4,680.00 "
6190,33," $132,410.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   , $-   
6191,32," $3,165.00 ",Yes,<High School,0,6,Highly Urban/ Urban, $-   , $-   
6192,41," $4,073.00 ",Yes,Bachelors,3,17,Highly Rural/ Rural, $-   , $-   
6193,53," $59,445.00 ",Yes,Masters,0,12,Highly Rural/ Rural," $34,824.00 "," $43,530.00 "
6194,51," $142,545.00 ",Yes,Masters,0,11,Highly Rural/ Rural, $-   , $-   
6195,51," $59,060.00 ",Yes,Bachelors,1,9,Highly Urban/ Urban, $-   , $-   
6196,43," $17,721.00 ",Yes,High School,0,8,Highly Urban/ Urban, $-   , $-   
6197,50, $525.00 ,Yes,<High School,0,6,Highly Rural/ Rural, $-   , $-   
6198,39," $91,164.00 ",Yes,Bachelors,1,10,Highly Urban/ Urban, $-   , $-   
6199,39," $16,862.00 ",Yes,Bachelors,4,12,Highly Urban/ Urban," $6,387.00 "," $7,983.75 "
6200,40," $51,401.00 ",No,Bachelors,0,6,Highly Rural/ Rural, $-   , $-   
6201,43," $139,019.00 ",Yes,Bachelors,0,9,Highly Rural/ Rural, $-   , $-   
6202,44," $116,327.00 ",No,Masters,0,12,Highly Urban/ Urban," $25,901.00 "," $32,376.25 "
6203,50," $111,254.00 ",No,Masters,5,17,Highly Urban/ Urban," $3,917.00 "," $4,896.25 "
6204,52," $47,161.00 ",No,Masters,0,10,Highly Urban/ Urban, $-   , $-   
6205,57," $65,194.00 ",No,Masters,0,14,Highly Urban/ Urban, $-   , $-   
6206,59," $86,722.00 ",Yes,Bachelors,0,1,Highly Urban/ Urban, $-   , $-   
6207,34, $455.00 ,No,High School,1,1,Highly Urban/ Urban, $-   , $-   
6208,28," $23,427.00 ",Yes,<High School,1,1,Highly Urban/ Urban," $5,283.00 "," $6,603.75 "
6209,40, $-   ,Yes,<High School,2,6,Highly Urban/ Urban," $7,846.00 "," $9,807.50 "
6210,44," $41,935.00 ",No,<High School,0,6,Highly Urban/ Urban, $-   , $-   
6211,49," $47,513.00 ",No,Masters,0,12,Highly Urban/ Urban," $8,052.00 "," $10,065.00 "
6212,45," $47,907.00 ",No,Bachelors,6,9,Highly Urban/ Urban," $4,658.00 "," $5,822.50 "
6213,41," $95,903.00 ",Yes,Bachelors,6,8,Highly Urban/ Urban," $6,599.00 "," $8,248.75 "
6214,43," $15,259.00 ",No,<High School,0,9,Highly Urban/ Urban," $49,422.00 "," $61,777.50 "
6215,55," $43,348.00 ",Yes,<High School,1,1,Highly Urban/ Urban, $-   , $-   
6216,39," $36,343.00 ",Yes,High School,3,8,Highly Rural/ Rural, $-   , $-   
6217,48," $21,246.00 ",No,<High School,5,3,Highly Urban/ Urban," $6,645.00 "," $8,306.25 "
6218,28, $-   ,No,<High School,0,6,Highly Urban/ Urban, $-   , $-   
6219,38," $61,957.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
6220,48," $49,860.00 ",Yes,Masters,4,17,Highly Rural/ Rural," $8,907.00 "," $11,133.75 "
6221,50," $63,724.00 ",No,Bachelors,0,7,Highly Urban/ Urban, $-   , $-   
6222,35," $78,260.00 ",Yes,Masters,9,16,Highly Urban/ Urban," $6,011.00 "," $7,513.75 "
6223,32, $-   ,Yes,High School,8,1,Highly Urban/ Urban," $1,491.00 "," $1,863.75 "
6224,27," $123,062.00 ",No,Masters,2,19,Highly Urban/ Urban," $4,174.00 "," $5,217.50 "
6225,48," $85,221.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
6226,32," $16,720.00 ",Yes,<High School,5,1,Highly Urban/ Urban," $45,357.00 "," $56,696.25 "
6227,44," $2,929.00 ",Yes,Bachelors,0,7,Highly Urban/ Urban," $25,706.00 "," $32,132.50 "
6228,46," $52,338.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   , $-   
6229,55," $240,198.00 ",Yes,PhD,0,1,Highly Urban/ Urban, $-   , $-   
6230,44," $55,663.00 ",Yes,Bachelors,1,9,Highly Urban/ Urban, $-   , $-   
6231,45," $51,165.00 ",Yes,Masters,0,10,Highly Urban/ Urban, $-   , $-   
6232,51," $61,293.00 ",Yes,High School,2,9,Highly Rural/ Rural, $-   , $-   
6233,61," $103,017.00 ",Yes,Bachelors,0,17,Highly Urban/ Urban, $-   , $-   
6234,47," $144,884.00 ",Yes,PhD,0,12,Highly Urban/ Urban, $-   , $-   
6235,50," $61,082.00 ",Yes,Bachelors,2,7,Highly Urban/ Urban, $-   , $-   
6236,47," $129,415.00 ",No,Masters,0,1,Highly Urban/ Urban," $2,033.00 "," $2,541.25 "
6237,49," $9,444.00 ",No,High School,4,7,Highly Urban/ Urban," $5,551.00 "," $6,938.75 "
6238,37," $32,924.00 ",Yes,Bachelors,4,10,Highly Urban/ Urban," $39,722.00 "," $49,652.50 "
6239,54," $64,787.00 ",Yes,Masters,1,21,Highly Urban/ Urban, $-   , $-   
6240,27, $-   ,Yes,<High School,2,6,Highly Urban/ Urban, $-   , $-   
6241,42," $117,740.00 ",No,Bachelors,0,12,Highly Urban/ Urban, $-   , $-   
6242,53, $-   ,Yes,Bachelors,2,11,Highly Urban/ Urban," $4,504.00 "," $5,630.00 "
6243,48," $45,685.00 ",Yes,<High School,0,3,Highly Urban/ Urban, $-   , $-   
6244,56," $97,670.00 ",Yes,High School,0,8,Highly Urban/ Urban," $7,238.00 "," $9,047.50 "
6245,49, $-   ,No,<High School,0,1,Highly Rural/ Rural, $-   , $-   
6246,50," $114,092.00 ",Yes,Bachelors,1,12,Highly Urban/ Urban," $7,922.00 "," $9,902.50 "
6247,62," $64,811.00 ",Yes,PhD,1,12,Highly Urban/ Urban, $-   , $-   
6248,42," $35,587.00 ",No,High School,0,11,Highly Rural/ Rural," $5,863.00 "," $7,328.75 "
6249,39," $133,920.00 ",No,Masters,1,15,Highly Urban/ Urban," $5,904.00 "," $7,380.00 "
6250,48," $32,251.00 ",Yes,PhD,0,14,Highly Urban/ Urban, $-   , $-   
6251,57," $75,143.00 ",Yes,Masters,1,17,Highly Rural/ Rural, $-   , $-   
6252,52," $33,255.00 ",Yes,High School,3,1,Highly Rural/ Rural, $-   , $-   
6253,47," $13,637.00 ",Yes,Masters,1,16,Highly Urban/ Urban," $3,431.00 "," $4,288.75 "
6254,34," $11,047.00 ",Yes,<High School,0,7,Highly Rural/ Rural, $-   , $-   
6255,41, $-   ,No,High School,0,8,Highly Rural/ Rural, $-   , $-   
6256,48," $64,286.00 ",No,Masters,1,15,Highly Urban/ Urban, $-   , $-   
6257,40," $47,841.00 ",No,Bachelors,4,7,Highly Urban/ Urban," $9,035.00 "," $11,293.75 "
6258,58," $69,194.00 ",Yes,Bachelors,0,9,Highly Rural/ Rural, $-   , $-   
6259,33," $70,235.00 ",Yes,<High School,0,6,Highly Rural/ Rural, $-   , $-   
6260,47," $166,359.00 ",Yes,PhD,0,17,Highly Urban/ Urban, $-   , $-   
6261,45," $12,106.00 ",No,Bachelors,2,12,Highly Urban/ Urban," $36,236.00 "," $45,295.00 "
6262,20, $-   ,Yes,High School,6,6,Highly Rural/ Rural," $6,625.00 "," $8,281.25 "
6263,30," $59,336.00 ",No,Bachelors,0,11,Highly Urban/ Urban," $7,959.00 "," $9,948.75 "
6264,35," $44,680.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
6265,38," $107,958.00 ",No,Bachelors,0,9,Highly Urban/ Urban," $6,825.00 "," $8,531.25 "
6266,47," $21,281.00 ",No,High School,1,6,Highly Rural/ Rural, $-   , $-   
6267,37," $41,486.00 ",Yes,<High School,0,8,Highly Urban/ Urban, $-   , $-   
6268,35," $16,427.00 ",Yes,High School,0,13,Highly Urban/ Urban, $-   , $-   
6269,43," $48,725.00 ",Yes,High School,3,4,Highly Urban/ Urban, $-   , $-   
6270,27," $31,168.00 ",Yes,High School,1,7,Highly Urban/ Urban," $7,582.00 "," $9,477.50 "
6271,30," $15,278.00 ",Yes,Bachelors,0,15,Highly Urban/ Urban, $-   , $-   
6272,38," $92,242.00 ",Yes,Masters,3,14,Highly Urban/ Urban," $33,887.00 "," $42,358.75 "
6273,47," $63,936.00 ",No,High School,6,1,Highly Urban/ Urban," $11,375.00 "," $14,218.75 "
6274,56," $49,979.00 ",Yes,Bachelors,5,1,Highly Rural/ Rural, $-   , $-   
6275,48," $6,505.00 ",No,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
6276,40," $83,222.00 ",Yes,PhD,0,19,Highly Urban/ Urban, $-   , $-   
6277,33," $101,222.00 ",No,Bachelors,3,13,Highly Urban/ Urban, $898.00 ," $1,122.50 "
6278,57," $121,505.00 ",Yes,Bachelors,0,5,Highly Urban/ Urban, $-   , $-   
6279,45, $-   ,Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
6280,49," $39,589.00 ",Yes,High School,2,8,Highly Urban/ Urban," $3,767.00 "," $4,708.75 "
6281,49," $131,165.00 ",Yes,PhD,5,18,Highly Urban/ Urban, $-   , $-   
6282,42," $69,825.00 ",No,Bachelors,0,12,Highly Rural/ Rural, $-   , $-   
6283,46, $-   ,Yes,<High School,2,7,Highly Rural/ Rural, $-   , $-   
6284,39," $45,692.00 ",Yes,High School,9,1,Highly Urban/ Urban," $6,627.00 "," $8,283.75 "
6285,48," $32,424.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
