Claim Number,AGE, INCOME ,MARITAL_STATUS,EDUCATION,MVR_POINTS,CAR_AGE,LOCATION, OLD_CLAIM ,PREMIUM
5741,50," $116,061.00 ",Yes,Bachelors,0,7,Highly Urban/ Urban, $-   ,#REF!
5742,43," $19,467.00 ",No,<High School,6,8,Highly Urban/ Urban," $1,487.00 ",#REF!
5743,29," $58,478.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
5744,34," $46,771.00 ",No,Bachelors,0,8,Highly Urban/ Urban, $-   ,#REF!
5745,45," $44,138.00 ",Yes,<High School,2,1,Highly Rural/ Rural," $4,671.00 ",#REF!
5746,54," $78,921.00 ",No,Bachelors,2,11,Highly Urban/ Urban, $-   ,#REF!
5747,41," $14,121.00 ",No,High School,0,10,Highly Urban/ Urban," $5,562.00 ",#REF!
5748,41," $211,617.00 ",Yes,PhD,2,22,Highly Urban/ Urban, $-   ,#REF!
5749,41," $43,743.00 ",No,Bachelors,5,1,Highly Urban/ Urban," $6,033.00 ",#REF!
5750,52," $127,730.00 ",Yes,PhD,0,15,Highly Urban/ Urban, $-   ,#REF!
5751,48," $77,344.00 ",No,High School,2,1,Highly Urban/ Urban," $3,319.00 ",#REF!
5752,40," $53,841.00 ",No,Bachelors,1,6,Highly Urban/ Urban, $-   ,#REF!
5753,45," $24,360.00 ",Yes,Masters,0,13,Highly Rural/ Rural, $-   ,#REF!
5754,49," $131,963.00 ",Yes,PhD,0,16,Highly Urban/ Urban, $-   ,#REF!
5755,47," $138,524.00 ",Yes,PhD,4,17,Highly Urban/ Urban," $6,699.00 ",#REF!
5756,43," $33,888.00 ",No,Bachelors,5,9,Highly Urban/ Urban," $2,982.00 ",#REF!
5757,45," $121,880.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban," $7,704.00 ",#REF!
5758,63," $70,931.00 ",Yes,Masters,2,15,Highly Urban/ Urban, $-   ,#REF!
5759,35," $33,087.00 ",No,High School,6,11,Highly Urban/ Urban, $-   ,#REF!
5760,52," $40,706.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5761,40," $52,210.00 ",Yes,<High School,0,1,Highly Urban/ Urban," $1,995.00 ",#REF!
5762,55," $80,567.00 ",Yes,PhD,2,19,Highly Urban/ Urban," $2,335.00 ",#REF!
5763,36," $103,076.00 ",Yes,Bachelors,2,10,Highly Urban/ Urban, $-   ,#REF!
5764,46," $63,990.00 ",No,High School,3,10,Highly Urban/ Urban," $13,251.00 ",#REF!
5765,47, $-   ,Yes,High School,1,5,Highly Rural/ Rural, $-   ,#REF!
5766,44," $182,620.00 ",Yes,PhD,2,18,Highly Urban/ Urban, $-   ,#REF!
5767,27," $131,567.00 ",No,Bachelors,3,1,Highly Urban/ Urban, $-   ,#REF!
5768,48," $105,199.00 ",No,Masters,3,14,Highly Urban/ Urban, $-   ,#REF!
5769,45," $11,677.00 ",No,Bachelors,2,5,Highly Rural/ Rural, $-   ,#REF!
5770,41," $122,572.00 ",Yes,Masters,3,13,Highly Urban/ Urban, $-   ,#REF!
5771,39," $140,469.00 ",Yes,Bachelors,0,13,Highly Urban/ Urban, $-   ,#REF!
5772,45, $-   ,No,Bachelors,1,12,Highly Urban/ Urban," $6,524.00 ",#REF!
5773,40," $10,047.00 ",No,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5774,47," $88,078.00 ",No,Masters,0,7,Highly Urban/ Urban," $2,526.00 ",#REF!
5775,47," $90,802.00 ",Yes,High School,2,6,Highly Urban/ Urban, $-   ,#REF!
5776,63," $39,247.00 ",Yes,High School,0,8,Highly Urban/ Urban, $-   ,#REF!
5777,50, $-   ,Yes,Masters,0,18,Highly Urban/ Urban, $-   ,#REF!
5778,41," $47,937.00 ",No,Bachelors,1,3,Highly Urban/ Urban, $-   ,#REF!
5779,61," $79,528.00 ",Yes,Masters,0,15,Highly Urban/ Urban, $-   ,#REF!
5780,38," $21,001.00 ",No,High School,5,9,Highly Urban/ Urban," $6,055.00 ",#REF!
5781,45," $20,094.00 ",Yes,<High School,0,1,Highly Urban/ Urban," $5,162.00 ",#REF!
5782,36," $24,187.00 ",Yes,High School,3,1,Highly Rural/ Rural, $-   ,#REF!
5783,34, $-   ,Yes,High School,3,9,Highly Urban/ Urban, $-   ,#REF!
5784,42," $7,313.00 ",Yes,Bachelors,5,9,Highly Urban/ Urban," $27,090.00 ",#REF!
5785,55," $45,954.00 ",No,High School,0,1,Highly Urban/ Urban," $5,252.00 ",#REF!
5786,54," $167,400.00 ",Yes,Masters,0,5,Highly Urban/ Urban, $-   ,#REF!
5787,38," $71,179.00 ",Yes,Bachelors,5,7,Highly Urban/ Urban, $-   ,#REF!
5788,45," $21,335.00 ",No,<High School,10,1,Highly Urban/ Urban," $7,852.00 ",#REF!
5789,51," $115,325.00 ",Yes,Masters,1,10,Highly Urban/ Urban, $-   ,#REF!
5790,28," $23,553.00 ",No,<High School,2,4,Highly Urban/ Urban, $-   ,#REF!
5791,46," $49,680.00 ",No,Bachelors,0,5,Highly Urban/ Urban," $2,986.00 ",#REF!
5792,68," $67,371.00 ",Yes,PhD,4,11,Highly Urban/ Urban, $-   ,#REF!
5793,54," $52,206.00 ",Yes,High School,8,5,Highly Urban/ Urban," $1,520.00 ",#REF!
5794,55," $240,198.00 ",Yes,PhD,3,1,Highly Urban/ Urban, $-   ,#REF!
5795,43," $120,386.00 ",Yes,High School,4,8,Highly Urban/ Urban, $-   ,#REF!
5796,46, $-   ,No,High School,5,1,Highly Urban/ Urban," $2,476.00 ",#REF!
5797,45," $30,403.00 ",Yes,<High School,0,4,Highly Urban/ Urban," $4,994.00 ",#REF!
5798,38," $90,487.00 ",No,Bachelors,0,12,Highly Rural/ Rural, $-   ,#REF!
5799,38," $105,307.00 ",No,Bachelors,3,8,Highly Urban/ Urban," $5,255.00 ",#REF!
5800,46," $68,485.00 ",No,Bachelors,0,13,Highly Urban/ Urban," $7,848.00 ",#REF!
5801,47," $30,960.00 ",Yes,Bachelors,8,4,Highly Urban/ Urban," $34,027.00 ",#REF!
5802,56," $67,783.00 ",Yes,Bachelors,4,11,Highly Urban/ Urban, $-   ,#REF!
5803,29, $-   ,Yes,<High School,2,5,Highly Urban/ Urban," $8,658.00 ",#REF!
5804,48," $29,552.00 ",Yes,High School,0,4,Highly Urban/ Urban," $3,465.00 ",#REF!
5805,41," $71,600.00 ",No,Bachelors,4,5,Highly Rural/ Rural, $-   ,#REF!
5806,37," $116,092.00 ",No,Bachelors,7,9,Highly Urban/ Urban," $2,491.00 ",#REF!
5807,30," $44,609.00 ",No,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5808,40," $61,105.00 ",Yes,Masters,0,22,Highly Urban/ Urban," $5,014.00 ",#REF!
5809,43," $69,071.00 ",No,High School,1,12,Highly Urban/ Urban, $-   ,#REF!
5810,48," $78,990.00 ",No,Bachelors,0,11,Highly Rural/ Rural," $4,701.00 ",#REF!
5811,54," $101,307.00 ",Yes,Bachelors,0,12,Highly Urban/ Urban, $-   ,#REF!
5812,46," $45,100.00 ",No,Bachelors,0,13,Highly Urban/ Urban," $37,157.00 ",#REF!
5813,53," $73,926.00 ",Yes,Masters,5,19,Highly Urban/ Urban, $-   ,#REF!
5814,29," $22,428.00 ",Yes,High School,5,1,Highly Urban/ Urban, $953.00 ,#REF!
5815,39," $64,105.00 ",No,Bachelors,5,14,Highly Urban/ Urban," $3,261.00 ",#REF!
5816,39," $48,741.00 ",Yes,Masters,0,21,Highly Urban/ Urban, $-   ,#REF!
5817,54," $53,908.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
5818,37," $102,272.00 ",No,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
5819,46," $45,298.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   ,#REF!
5820,39, $-   ,Yes,High School,0,6,Highly Urban/ Urban, $-   ,#REF!
5821,52," $11,545.00 ",No,High School,3,1,Highly Urban/ Urban, $-   ,#REF!
5822,41," $73,581.00 ",Yes,Bachelors,9,11,Highly Urban/ Urban," $2,680.00 ",#REF!
5823,47," $99,175.00 ",Yes,PhD,1,21,Highly Urban/ Urban, $-   ,#REF!
5824,41," $28,034.00 ",No,High School,2,7,Highly Urban/ Urban," $31,812.00 ",#REF!
5825,53," $21,665.00 ",Yes,<High School,3,4,Highly Rural/ Rural, $-   ,#REF!
5826,35," $52,277.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
5827,40," $41,002.00 ",No,<High School,0,1,Highly Rural/ Rural, $-   ,#REF!
5828,43," $36,436.00 ",No,<High School,5,1,Highly Urban/ Urban, $-   ,#REF!
5829,45," $26,627.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   ,#REF!
5830,51," $104,756.00 ",Yes,Bachelors,3,12,Highly Urban/ Urban," $25,979.00 ",#REF!
5831,51," $44,977.00 ",Yes,High School,0,1,Highly Urban/ Urban," $29,883.00 ",#REF!
5832,34," $17,949.00 ",Yes,High School,6,10,Highly Urban/ Urban," $10,821.00 ",#REF!
5833,49, $-   ,No,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5834,53," $74,061.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
5835,50," $87,083.00 ",No,Masters,4,11,Highly Urban/ Urban, $-   ,#REF!
5836,48," $63,419.00 ",No,Bachelors,0,10,Highly Urban/ Urban, $-   ,#REF!
5837,50," $42,226.00 ",Yes,High School,0,1,Highly Urban/ Urban," $43,963.00 ",#REF!
5838,35," $96,291.00 ",No,Bachelors,5,5,Highly Urban/ Urban," $3,597.00 ",#REF!
5839,41," $78,284.00 ",No,Masters,0,16,Highly Urban/ Urban, $-   ,#REF!
5840,43," $80,267.00 ",No,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
5841,54," $88,903.00 ",Yes,Masters,0,14,Highly Urban/ Urban," $4,507.00 ",#REF!
5842,19," $3,871.00 ",Yes,High School,4,5,Highly Urban/ Urban, $-   ,#REF!
5843,51," $16,818.00 ",Yes,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5844,40," $63,913.00 ",No,High School,1,1,Highly Urban/ Urban," $1,896.00 ",#REF!
5845,45," $19,599.00 ",No,Bachelors,0,1,Highly Rural/ Rural, $-   ,#REF!
5846,37," $158,489.00 ",Yes,PhD,1,16,Highly Urban/ Urban, $-   ,#REF!
5847,41," $112,913.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban, $-   ,#REF!
5848,59," $35,158.00 ",Yes,High School,0,7,Highly Rural/ Rural, $-   ,#REF!
5849,46," $35,384.00 ",Yes,High School,5,12,Highly Urban/ Urban, $-   ,#REF!
5850,41," $3,228.00 ",Yes,High School,4,5,Highly Urban/ Urban, $793.00 ,#REF!
5851,40," $58,914.00 ",No,Bachelors,2,10,Highly Urban/ Urban," $9,216.00 ",#REF!
5852,47," $59,612.00 ",Yes,Masters,1,13,Highly Urban/ Urban, $-   ,#REF!
5853,43," $141,177.00 ",Yes,Masters,8,15,Highly Urban/ Urban," $17,232.00 ",#REF!
5854,43," $171,529.00 ",No,PhD,4,17,Highly Urban/ Urban," $16,619.00 ",#REF!
5855,46," $103,093.00 ",Yes,Bachelors,3,6,Highly Rural/ Rural, $-   ,#REF!
5856,38," $42,139.00 ",Yes,High School,1,10,Highly Rural/ Rural, $-   ,#REF!
5857,48," $47,288.00 ",Yes,Bachelors,1,10,Highly Urban/ Urban, $-   ,#REF!
5858,53," $34,565.00 ",No,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
5859,55," $47,660.00 ",Yes,High School,2,7,Highly Urban/ Urban," $2,510.00 ",#REF!
5860,43," $94,894.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
5861,53," $32,354.00 ",Yes,Bachelors,0,10,Highly Rural/ Rural, $-   ,#REF!
5862,36," $62,893.00 ",No,Masters,0,17,Highly Urban/ Urban, $-   ,#REF!
5863,58," $73,283.00 ",Yes,Bachelors,0,1,Highly Urban/ Urban, $-   ,#REF!
5864,34, $-   ,No,High School,9,1,Highly Urban/ Urban," $38,888.00 ",#REF!
5865,50," $29,296.00 ",Yes,<High School,4,1,Highly Urban/ Urban, $805.00 ,#REF!
5866,46," $42,644.00 ",No,High School,0,7,Highly Urban/ Urban, $-   ,#REF!
5867,47," $95,184.00 ",No,Bachelors,0,2,Highly Rural/ Rural, $-   ,#REF!
5868,54," $144,348.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
5869,41," $239,084.00 ",Yes,PhD,2,17,Highly Urban/ Urban, $-   ,#REF!
5870,46," $164,953.00 ",No,PhD,0,9,Highly Urban/ Urban, $-   ,#REF!
5871,36," $89,112.00 ",No,Bachelors,0,1,Highly Rural/ Rural, $-   ,#REF!
5872,18," $6,284.00 ",No,<High School,3,1,Highly Urban/ Urban, $-   ,#REF!
5873,55," $164,848.00 ",No,Masters,4,12,Highly Urban/ Urban," $1,657.00 ",#REF!
5874,34," $16,436.00 ",Yes,<High School,0,3,Highly Urban/ Urban," $3,939.00 ",#REF!
5875,42," $110,335.00 ",No,Masters,0,15,Highly Urban/ Urban," $1,411.00 ",#REF!
5876,50," $91,956.00 ",Yes,Masters,0,15,Highly Urban/ Urban, $-   ,#REF!
5877,35," $70,389.00 ",No,High School,2,6,Highly Rural/ Rural, $-   ,#REF!
5878,50," $176,648.00 ",Yes,PhD,4,8,Highly Urban/ Urban, $-   ,#REF!
5879,64," $90,354.00 ",Yes,Masters,3,15,Highly Urban/ Urban, $-   ,#REF!
5880,32," $49,920.00 ",No,High School,2,1,Highly Rural/ Rural, $-   ,#REF!
5881,35," $10,994.00 ",Yes,<High School,0,3,Highly Rural/ Rural, $-   ,#REF!
5882,46," $88,344.00 ",Yes,Masters,3,15,Highly Urban/ Urban, $-   ,#REF!
5883,49," $61,950.00 ",No,Bachelors,0,10,Highly Urban/ Urban, $-   ,#REF!
5884,60," $56,473.00 ",Yes,Masters,0,10,Highly Urban/ Urban, $-   ,#REF!
5885,53," $33,354.00 ",Yes,Bachelors,0,10,Highly Rural/ Rural, $-   ,#REF!
5886,32," $84,255.00 ",No,Masters,4,20,Highly Urban/ Urban," $2,253.00 ",#REF!
5887,33," $32,570.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   ,#REF!
5888,53," $99,424.00 ",No,Masters,0,1,Highly Urban/ Urban, $-   ,#REF!
5889,47," $32,992.00 ",Yes,High School,0,7,Highly Rural/ Rural, $-   ,#REF!
5890,37," $12,455.00 ",No,<High School,1,1,Highly Rural/ Rural, $-   ,#REF!
5891,39," $51,524.00 ",No,<High School,7,1,Highly Urban/ Urban," $8,454.00 ",#REF!
5892,45," $190,010.00 ",Yes,Masters,1,15,Highly Urban/ Urban," $8,334.00 ",#REF!
5893,23," $13,991.00 ",Yes,<High School,1,7,Highly Urban/ Urban, $-   ,#REF!
5894,53," $36,273.00 ",No,High School,1,1,Highly Urban/ Urban," $3,685.00 ",#REF!
5895,60," $32,175.00 ",No,Masters,1,16,Highly Urban/ Urban," $2,102.00 ",#REF!
5896,51," $100,919.00 ",No,Bachelors,3,1,Highly Urban/ Urban," $9,811.00 ",#REF!
5897,61," $51,428.00 ",Yes,<High School,4,1,Highly Rural/ Rural," $14,597.00 ",#REF!
5898,49," $115,320.00 ",Yes,Masters,3,15,Highly Urban/ Urban, $-   ,#REF!
5899,36," $60,589.00 ",No,Bachelors,2,7,Highly Urban/ Urban, $-   ,#REF!
5900,38," $2,140.00 ",No,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
5901,45," $120,490.00 ",Yes,Masters,0,8,Highly Urban/ Urban, $-   ,#REF!
5902,53," $94,786.00 ",Yes,Masters,3,11,Highly Urban/ Urban," $4,441.00 ",#REF!
5903,42," $39,080.00 ",Yes,High School,4,10,Highly Rural/ Rural, $-   ,#REF!
5904,47," $109,013.00 ",No,Bachelors,0,9,Highly Urban/ Urban," $21,266.00 ",#REF!
5905,53," $62,731.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
5906,43," $71,235.00 ",No,Bachelors,8,6,Highly Urban/ Urban," $12,424.00 ",#REF!
5907,43," $45,416.00 ",Yes,High School,3,6,Highly Urban/ Urban, $-   ,#REF!
5908,55," $73,014.00 ",Yes,Masters,0,13,Highly Rural/ Rural," $26,544.00 ",#REF!
5909,45," $28,207.00 ",Yes,High School,3,5,Highly Rural/ Rural," $10,737.00 ",#REF!
5910,43," $13,077.00 ",No,<High School,0,1,Highly Rural/ Rural, $-   ,#REF!
5911,35," $90,456.00 ",Yes,Bachelors,8,11,Highly Urban/ Urban," $4,223.00 ",#REF!
5912,41," $82,224.00 ",Yes,<High School,1,5,Highly Urban/ Urban," $3,288.00 ",#REF!
5913,35," $16,287.00 ",Yes,High School,0,5,Highly Rural/ Rural, $-   ,#REF!
5914,46," $37,484.00 ",No,Bachelors,1,12,Highly Urban/ Urban, $-   ,#REF!
5915,48," $127,253.00 ",No,Masters,1,20,Highly Urban/ Urban, $-   ,#REF!
5916,38," $62,290.00 ",No,Bachelors,0,9,Highly Urban/ Urban, $-   ,#REF!
5917,51," $83,967.00 ",Yes,Bachelors,5,6,Highly Urban/ Urban," $2,476.00 ",#REF!
5918,52," $96,339.00 ",Yes,Bachelors,1,12,Highly Urban/ Urban, $-   ,#REF!
5919,55, $-   ,No,PhD,3,7,Highly Urban/ Urban," $7,052.00 ",#REF!
5920,34, $-   ,No,High School,0,1,Highly Urban/ Urban," $1,157.00 ",#REF!
5921,29, $687.00 ,Yes,<High School,0,8,Highly Urban/ Urban, $-   ,#REF!
5922,35," $112,952.00 ",No,Masters,1,19,Highly Urban/ Urban, $-   ,#REF!
5923,38," $23,711.00 ",No,High School,5,9,Highly Urban/ Urban," $3,158.00 ",#REF!
5924,41," $51,765.00 ",No,High School,5,1,Highly Urban/ Urban," $5,259.00 ",#REF!
5925,26," $21,826.00 ",Yes,High School,5,9,Highly Rural/ Rural," $18,428.00 ",#REF!
5926,49, $-   ,Yes,Masters,0,19,Highly Urban/ Urban, $-   ,#REF!
5927,36," $75,263.00 ",No,Bachelors,3,12,Highly Urban/ Urban, $-   ,#REF!
5928,32," $92,192.00 ",No,PhD,4,17,Highly Urban/ Urban," $5,432.00 ",#REF!
5929,34," $21,868.00 ",Yes,High School,0,5,Highly Urban/ Urban, $-   ,#REF!
5930,46," $4,034.00 ",Yes,High School,0,7,Highly Rural/ Rural, $-   ,#REF!
5931,62," $25,407.00 ",Yes,High School,1,4,Highly Urban/ Urban, $-   ,#REF!
5932,43," $41,796.00 ",No,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5933,21," $1,114.00 ",Yes,<High School,3,4,Highly Rural/ Rural, $-   ,#REF!
5934,43, $-   ,Yes,High School,7,1,Highly Rural/ Rural," $4,171.00 ",#REF!
5935,46, $-   ,Yes,<High School,0,6,Highly Rural/ Rural, $-   ,#REF!
5936,48, $-   ,No,Masters,3,12,Highly Urban/ Urban," $2,460.00 ",#REF!
5937,43," $59,346.00 ",No,Bachelors,6,16,Highly Urban/ Urban," $5,037.00 ",#REF!
5938,36, $158.00 ,Yes,High School,3,5,Highly Urban/ Urban, $-   ,#REF!
5939,53," $25,972.00 ",Yes,High School,4,6,Highly Urban/ Urban," $2,457.00 ",#REF!
5940,51," $117,791.00 ",No,PhD,2,14,Highly Urban/ Urban, $-   ,#REF!
5941,46," $23,655.00 ",Yes,<High School,0,7,Highly Urban/ Urban, $-   ,#REF!
5942,44," $104,682.00 ",No,Bachelors,8,7,Highly Urban/ Urban," $8,543.00 ",#REF!
5943,38," $74,378.00 ",Yes,Bachelors,1,6,Highly Rural/ Rural, $-   ,#REF!
5944,27," $55,877.00 ",Yes,High School,0,6,Highly Urban/ Urban, $-   ,#REF!
5945,60," $77,658.00 ",Yes,Masters,7,18,Highly Urban/ Urban," $7,705.00 ",#REF!
5946,40," $62,849.00 ",Yes,Bachelors,3,8,Highly Urban/ Urban, $-   ,#REF!
5947,39," $15,098.00 ",Yes,<High School,1,1,Highly Rural/ Rural, $-   ,#REF!
5948,50," $172,109.00 ",Yes,PhD,0,9,Highly Urban/ Urban," $7,348.00 ",#REF!
5949,37," $30,848.00 ",Yes,<High School,3,10,Highly Rural/ Rural," $7,957.00 ",#REF!
5950,50," $67,399.00 ",No,High School,4,1,Highly Urban/ Urban," $44,641.00 ",#REF!
5951,39," $63,542.00 ",Yes,Bachelors,3,10,Highly Rural/ Rural, $-   ,#REF!
5952,43," $79,568.00 ",Yes,<High School,4,6,Highly Urban/ Urban, $-   ,#REF!
5953,40," $146,481.00 ",Yes,PhD,0,13,Highly Urban/ Urban, $-   ,#REF!
5954,49," $95,152.00 ",No,Masters,0,10,Highly Urban/ Urban, $-   ,#REF!
5955,33," $59,473.00 ",Yes,High School,4,9,Highly Urban/ Urban," $5,676.00 ",#REF!
5956,34," $98,273.00 ",No,Masters,1,11,Highly Urban/ Urban, $-   ,#REF!
5957,42," $25,860.00 ",Yes,High School,5,9,Highly Urban/ Urban," $6,983.00 ",#REF!
5958,34," $26,777.00 ",No,High School,7,6,Highly Urban/ Urban," $1,620.00 ",#REF!
5959,36," $93,067.00 ",No,Bachelors,2,9,Highly Urban/ Urban, $-   ,#REF!
5960,39," $15,790.00 ",No,PhD,5,8,Highly Urban/ Urban," $1,849.00 ",#REF!
5961,49," $139,423.00 ",Yes,PhD,0,14,Highly Urban/ Urban, $-   ,#REF!
5962,40," $36,867.00 ",Yes,<High School,0,7,Highly Urban/ Urban, $-   ,#REF!
5963,30," $20,631.00 ",Yes,High School,0,4,Highly Rural/ Rural, $-   ,#REF!
5964,52," $59,496.00 ",Yes,Bachelors,0,14,Highly Urban/ Urban, $-   ,#REF!
5965,35," $19,639.00 ",No,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5966,49," $23,672.00 ",Yes,High School,4,4,Highly Rural/ Rural, $-   ,#REF!
5967,50," $61,642.00 ",Yes,Bachelors,0,6,Highly Urban/ Urban, $-   ,#REF!
5968,53," $20,741.00 ",Yes,PhD,2,17,Highly Rural/ Rural, $-   ,#REF!
5969,49," $48,983.00 ",Yes,PhD,0,12,Highly Urban/ Urban," $3,767.00 ",#REF!
5970,54," $37,424.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5971,40," $18,631.00 ",Yes,High School,3,1,Highly Urban/ Urban," $26,940.00 ",#REF!
5972,52," $78,609.00 ",No,Bachelors,0,11,Highly Rural/ Rural, $-   ,#REF!
5973,40," $59,566.00 ",No,High School,1,5,Highly Urban/ Urban, $-   ,#REF!
5974,49," $73,568.00 ",Yes,Bachelors,0,1,Highly Urban/ Urban, $-   ,#REF!
5975,47," $50,542.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban," $11,471.00 ",#REF!
5976,45," $48,124.00 ",No,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5977,47," $172,091.00 ",Yes,PhD,0,16,Highly Urban/ Urban, $-   ,#REF!
5978,44," $92,582.00 ",No,Masters,3,11,Highly Urban/ Urban," $7,939.00 ",#REF!
5979,49," $52,652.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5980,39," $55,123.00 ",Yes,High School,0,5,Highly Urban/ Urban, $-   ,#REF!
5981,46," $8,900.00 ",No,High School,0,8,Highly Urban/ Urban, $-   ,#REF!
5982,51," $83,235.00 ",No,Masters,0,11,Highly Urban/ Urban, $-   ,#REF!
5983,30," $77,207.00 ",No,Bachelors,2,11,Highly Urban/ Urban," $35,118.00 ",#REF!
5984,52," $23,714.00 ",Yes,<High School,3,8,Highly Urban/ Urban, $-   ,#REF!
5985,44," $118,032.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural, $-   ,#REF!
5986,44," $19,751.00 ",Yes,High School,2,5,Highly Rural/ Rural, $-   ,#REF!
5987,25," $49,576.00 ",No,Masters,1,16,Highly Urban/ Urban," $3,862.00 ",#REF!
5988,52," $31,701.00 ",Yes,<High School,0,9,Highly Rural/ Rural, $-   ,#REF!
5989,49," $107,375.00 ",Yes,Bachelors,1,9,Highly Urban/ Urban, $-   ,#REF!
5990,36," $95,525.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban," $2,665.00 ",#REF!
5991,39," $55,799.00 ",Yes,<High School,0,5,Highly Rural/ Rural, $-   ,#REF!
5992,50," $37,803.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5993,48," $92,496.00 ",Yes,Masters,2,16,Highly Urban/ Urban, $-   ,#REF!
5994,36," $64,947.00 ",No,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
5995,26," $42,687.00 ",No,High School,6,1,Highly Urban/ Urban, $-   ,#REF!
5996,41," $74,706.00 ",No,Bachelors,8,8,Highly Urban/ Urban," $2,884.00 ",#REF!
5997,50," $14,588.00 ",No,Bachelors,5,12,Highly Rural/ Rural, $-   ,#REF!
5998,53, $-   ,No,PhD,2,14,Highly Urban/ Urban, $-   ,#REF!
5999,51," $102,099.00 ",No,Bachelors,1,12,Highly Urban/ Urban, $-   ,#REF!
6000,32," $74,702.00 ",Yes,<High School,2,1,Highly Urban/ Urban," $8,985.00 ",#REF!
6001,48," $23,080.00 ",Yes,High School,0,7,Highly Urban/ Urban, $-   ,#REF!
6002,42," $55,328.00 ",No,High School,2,10,Highly Urban/ Urban," $7,607.00 ",#REF!
6003,65," $24,274.00 ",Yes,High School,1,12,Highly Rural/ Rural," $1,235.00 ",#REF!
6004,44," $32,812.00 ",Yes,<High School,0,5,Highly Urban/ Urban, $-   ,#REF!
6005,58," $178,147.00 ",No,Masters,0,17,Highly Urban/ Urban, $-   ,#REF!
6006,66," $35,095.00 ",Yes,Bachelors,2,17,Highly Urban/ Urban," $2,596.00 ",#REF!
6007,47," $84,850.00 ",Yes,Bachelors,0,6,Highly Urban/ Urban, $-   ,#REF!
6008,53," $72,403.00 ",No,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
6009,45," $8,234.00 ",Yes,<High School,3,4,Highly Urban/ Urban, $-   ,#REF!
6010,44," $92,022.00 ",Yes,Bachelors,2,6,Highly Rural/ Rural, $-   ,#REF!
6011,26," $41,746.00 ",No,High School,0,1,Highly Urban/ Urban," $6,081.00 ",#REF!
6012,39," $80,186.00 ",No,Bachelors,2,14,Highly Urban/ Urban," $6,642.00 ",#REF!
6013,62," $23,264.00 ",Yes,High School,3,1,Highly Urban/ Urban," $2,136.00 ",#REF!
6014,31," $112,632.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
6015,46," $30,263.00 ",Yes,High School,0,4,Highly Rural/ Rural, $-   ,#REF!
6016,52," $56,482.00 ",Yes,High School,3,9,Highly Urban/ Urban," $2,067.00 ",#REF!
6017,42," $126,762.00 ",No,PhD,0,13,Highly Urban/ Urban," $5,279.00 ",#REF!
6018,46," $70,191.00 ",Yes,Bachelors,0,10,Highly Urban/ Urban, $-   ,#REF!
6019,55," $41,952.00 ",Yes,High School,2,10,Highly Urban/ Urban," $2,085.00 ",#REF!
6020,57," $49,564.00 ",Yes,Bachelors,6,13,Highly Urban/ Urban," $38,084.00 ",#REF!
6021,59," $28,100.00 ",Yes,High School,0,10,Highly Rural/ Rural," $2,319.00 ",#REF!
6022,55," $108,409.00 ",Yes,Bachelors,3,10,Highly Urban/ Urban, $-   ,#REF!
6023,36," $95,942.00 ",No,Masters,6,19,Highly Urban/ Urban," $17,070.00 ",#REF!
6024,58," $2,724.00 ",No,<High School,0,1,Highly Urban/ Urban," $20,511.00 ",#REF!
6025,50," $76,489.00 ",Yes,Masters,4,13,Highly Urban/ Urban, $-   ,#REF!
